"forest_loss","forest_loss01","ost_initial_loss","ost_initial_loss01","ost_super_loss","ost_super_loss01","num_leaves","num_leaves01"
0.717554240631164,0.699605522682446,0.658678500986193,0.691222879684418,0.65138067061144,0.691222879684418,8,3
0.703976945244957,0.730893371757925,0.691700288184438,0.714121037463977,0.691700288184438,0.714121037463977,4,3
0.66576833650391,0.6356478545762,0.656415134221095,0.61863242443458,0.656415134221095,0.61863242443458,4,3
0.6621164136726,0.68848968002621,0.623621273342798,0.606530523097084,0.623621273342798,0.606530523097084,4,2
0.70853557476027,0.663667574286729,0.6382147507991,0.634367230969575,0.6382147507991,0.634367230969575,3,3
0.692614125753661,0.675602928509905,0.616655900086133,0.688038329026701,0.616655900086133,0.688038329026701,3,3
0.63764357169322,0.640360627392862,0.643324688156107,0.6428924292948,0.643324688156107,0.6428924292948,4,3
0.702879303017425,0.663195920101997,0.65427114322142,0.677645558861029,0.65427114322142,0.677645558861029,4,3
0.654512356575463,0.610326566637246,0.615456751985878,0.629192409532215,0.615456751985878,0.629192409532215,3,3
0.671766648321409,0.643093010456797,0.626802421574023,0.64105668684645,0.626802421574023,0.64105668684645,4,3
0.767236228940136,0.743756721233122,0.713705341139921,0.732345560998925,0.713705341139921,0.732345560998925,4,4
0.632838190271006,0.620705295384964,0.60227916997392,0.625864610500057,0.60227916997392,0.625864610500057,4,4
0.660088602496979,0.638743455497382,0.648711236407571,0.634816753926702,0.648711236407571,0.634816753926702,4,4
0.754487856388596,0.642977824709609,0.713199577613516,0.716789862724393,0.713199577613516,0.716789862724393,4,4
0.682373257678549,0.662390526705316,0.680708030097447,0.67620574811891,0.680708030097447,0.67620574811891,5,3
0.649382983329725,0.647380385364798,0.63666378003897,0.605109331024031,0.63666378003897,0.605109331024031,4,2
0.661763182430332,0.63223868227494,0.644462861286647,0.609344245312338,0.644462861286647,0.609344245312338,3,2
0.718069306930693,0.655816831683168,0.655816831683168,0.658477722772277,0.655816831683168,0.658477722772277,4,4
0.733509493051478,0.718095517713838,0.709336465061656,0.662556273243296,0.709336465061656,0.662556273243296,3,2
0.681036486172438,0.692249593306995,0.689751336277016,0.644376016732512,0.689751336277016,0.644376016732512,9,2
0.652474108170311,0.675436761167486,0.658646301914426,0.621090072183283,0.658646301914426,0.621090072183283,3,2
0.694643843180563,0.693152954168967,0.701214798453893,0.689453340695748,0.7,0.689453340695748,7,3
0.679883185443109,0.660339211501741,0.606874087386274,0.653936875210603,0.606874087386274,0.653936875210603,2,3
0.690388922826308,0.69283241702301,0.649358582773366,0.642486255345144,0.649358582773366,0.642486255345144,2,2
0.644486692015209,0.666666666666667,0.646018166455429,0.608629066328686,0.646018166455429,0.608629066328686,6,2
0.725465838509317,0.704347826086957,0.666403162055336,0.69553924336533,0.634443817052513,0.69553924336533,8,3
0.716682845652475,0.668908611843018,0.682429621411732,0.703647205658022,0.682429621411732,0.703647205658022,3,3
0.657009724473258,0.655237034035656,0.65984602917342,0.639485413290113,0.65984602917342,0.639485413290113,5,2
0.690018420446696,0.679196408012894,0.647363573566659,0.67746949113516,0.647363573566659,0.67746949113516,7,3
0.695028577590855,0.673676264423595,0.682411301628383,0.623207160573709,0.682411301628383,0.623207160573709,6,2
0.645076609878924,0.652201864352298,0.648291010393228,0.583949426765242,0.648291010393228,0.583949426765242,7,2
0.701095147191801,0.661559328845574,0.6577916206169,0.626293579825178,0.6577916206169,0.626293579825178,6,3
0.707526230831316,0.6579398708636,0.620964487489911,0.714537933817595,0.620964487489911,0.714537933817595,6,4
