"forest_loss","forest_loss01","prune_initial_loss","prune_initial_loss01","prune_super_loss","prune_super_loss01","num_leaves","num_leaves01"
0.721696252465483,0.699605522682446,0.717800788954635,0.72292899408284,0.717800788954635,0.72292899408284,5,3
0.701095100864553,0.730893371757925,0.724092219020173,0.714121037463977,0.724092219020173,0.714121037463977,5,3
0.658951595857113,0.6356478545762,0.661118156837878,0.61863242443458,0.661118156837878,0.61863242443458,4,3
0.665174183684613,0.688489680026209,0.615376214917549,0.684558261439336,0.615376214917549,0.684558261439336,3,3
0.705339173671126,0.66461465609092,0.690363442642358,0.659287320942346,0.690363442642358,0.659287320942346,6,3
0.694013781223084,0.678186907838071,0.692667958656331,0.688038329026701,0.692667958656331,0.688038329026701,5,3
0.643695195751513,0.640607632456465,0.610226009633198,0.606891441274546,0.610226009633198,0.606891441274546,4,3
0.698682532936677,0.662770930726732,0.70330429239269,0.677645558861029,0.70330429239269,0.677645558861029,5,3
0.650595763459841,0.612202118270079,0.656884377758164,0.629192409532215,0.656884377758164,0.629192409532215,5,3
0.673307649972482,0.643423225096313,0.651898734177215,0.64105668684645,0.651898734177215,0.64105668684645,4,3
0.763412594097264,0.743039789700084,0.713944318317601,0.734078145537101,0.713944318317601,0.734078145537101,5,3
0.626828438598481,0.620705295384964,0.660278943190838,0.633972105680916,0.660278943190838,0.633972105680916,4,3
0.657571486105518,0.637937978252114,0.657017720499396,0.651731776077326,0.657017720499396,0.651731776077326,4,3
0.751847940865892,0.644033790918691,0.714572333685322,0.706071805702218,0.714572333685322,0.706071805702218,5,3
0.679782903663501,0.662390526705316,0.657333168866412,0.67620574811891,0.657333168866412,0.67620574811891,4,3
0.645486035938515,0.650303095908205,0.624972937865339,0.679963195496861,0.624972937865339,0.679963195496861,5,3
0.667875271936186,0.631927898062778,0.655443903449705,0.655340308712317,0.655443903449705,0.655340308712317,5,3
0.722277227722772,0.655816831683168,0.681559405940594,0.666831683168317,0.681559405940594,0.666831683168317,5,3
0.738598551575651,0.709189665296535,0.702094343315717,0.726903503621061,0.702094343315717,0.726903503621061,5,3
0.679990704159888,0.692249593306995,0.672263537067162,0.704740878456891,0.672263537067162,0.704740878456891,4,3
0.658750915367716,0.669892248143111,0.686211946856366,0.664975415838477,0.686211946856366,0.664975415838477,6,3
0.696742131419105,0.697349530646052,0.681557150745445,0.689453340695748,0.681557150745445,0.689453340695748,5,3
0.68235426260811,0.659328316297877,0.661574750084241,0.653936875210603,0.661574750084241,0.653936875210603,4,3
0.685552840562004,0.693036041539401,0.709020566076156,0.688047240887803,0.709020566076156,0.688047240887803,5,3
0.650190114068441,0.667617237008872,0.672686945500634,0.661068863540346,0.672686945500634,0.661068863540346,5,3
0.717673630717109,0.703444381705251,0.700677583286279,0.69553924336533,0.700677583286279,0.69553924336533,4,3
0.717514907779781,0.669740673970323,0.688808764387741,0.690542227152961,0.688808764387741,0.690542227152961,4,3
0.652350081037277,0.669621150729335,0.704416531604538,0.67959886547812,0.704416531604538,0.67959886547812,4,3
0.679829610868064,0.679081280221045,0.695889937830992,0.647651393046281,0.695889937830992,0.647651393046281,4,3
0.693950177935943,0.673244904561631,0.662838347891729,0.659710988892484,0.662838347891729,0.659710988892484,4,3
0.644112289724633,0.652309011036108,0.651558984249437,0.651612557591343,0.651558984249437,0.651612557591343,6,3
0.6994875916809,0.661559328845574,0.656585953983724,0.684466994875917,0.695267758464785,0.684466994875917,5,3
0.700564971751412,0.6579398708636,0.654156577885391,0.728611783696529,0.654156577885391,0.728611783696529,4,3
0.693289488351354,0.664195741834801,0.734310556236763,0.708003567049381,0.734310556236763,0.708003567049381,5,3
0.698329977496151,0.676240672746654,0.702534644083856,0.667831339571242,0.702534644083856,0.667831339571242,6,3
0.673160762942779,0.67649863760218,0.724046321525886,0.69550408719346,0.724046321525886,0.69550408719346,5,3
0.656613951207552,0.654836336888562,0.645273997793306,0.649380899840628,0.645273997793306,0.649380899840628,6,3
0.64344932274638,0.63626809901915,0.666627744044839,0.632589911256422,0.666627744044839,0.632589911256422,5,3
0.734630795649685,0.702461362335432,0.704121350887235,0.695878649112765,0.704121350887235,0.695878649112765,5,3
0.688635553972212,0.691901199382496,0.670110438190239,0.696473102956893,0.670110438190239,0.696473102956893,4,3
0.708266773162939,0.66194089456869,0.701327875399361,0.681509584664537,0.701327875399361,0.681509584664537,5,3
0.656176680607977,0.643782515556462,0.636488829950015,0.646281750484546,0.636488829950015,0.646281750484546,5,3
0.717090069284065,0.716595183107885,0.690146266358737,0.689816342241285,0.690146266358737,0.689816342241285,4,3
0.68857413772668,0.725198530283276,0.67115088301529,0.710738414128245,0.67115088301529,0.710738414128245,3,3
0.688175601147143,0.685583498786675,0.692146481358923,0.649294065740128,0.692146481358923,0.649294065740128,5,3
0.669744760323719,0.668707200664038,0.664920107906205,0.657138410458601,0.664920107906205,0.657138410458601,4,3
0.672379533035271,0.699205166418281,0.688524590163934,0.703365623447591,0.688524590163934,0.703365623447591,4,3
0.710404624277457,0.722601156069364,0.691734104046243,0.687919075144509,0.691734104046243,0.687919075144509,4,3
0.674036281179138,0.594897959183673,0.69421768707483,0.637981859410431,0.69421768707483,0.637981859410431,5,2
0.725006425083526,0.721022873297353,0.73727833461835,0.720444615780005,0.73727833461835,0.720444615780005,4,3
0.69820518502105,0.731664081542211,0.68984046089076,0.73061156658542,0.68984046089076,0.73061156658542,6,3
0.64760702844384,0.657169206873119,0.662702650228133,0.644694689835938,0.662702650228133,0.644694689835938,5,3
0.646688560481664,0.654406130268199,0.642692939244663,0.705801860974275,0.673453749315818,0.705801860974275,6,3
0.69487893721877,0.66172059138633,0.692361259910006,0.683683308335119,0.692361259910006,0.683683308335119,5,3
0.69211669770329,0.708617835712808,0.707324643078833,0.705669356507345,0.707324643078833,0.705669356507345,6,3
0.648259165321651,0.634367074014296,0.632407193912843,0.639900853124279,0.632407193912843,0.639900853124279,5,3
0.683406335947846,0.65753285117653,0.67933177141693,0.691198940613222,0.67933177141693,0.691198940613222,5,3
0.691629052113254,0.684448091916291,0.681421830118999,0.703785391875256,0.681421830118999,0.703785391875256,5,3
0.659113898442242,0.648796277564232,0.646722638074044,0.636152134331378,0.646722638074044,0.636152134331378,6,3
0.603621079857743,0.640640155189137,0.624151309408341,0.638808061213493,0.624151309408341,0.638808061213493,4,3
0.648868986106327,0.701860144677919,0.65455276151108,0.687047881501895,0.65455276151108,0.687047881501895,5,3
0.665121924307624,0.683658832616131,0.666390819816838,0.704678362573099,0.666390819816838,0.704678362573099,6,3
