"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"A1BG",68.8088302297199,-0.0957144788996193,0.565274425354228,-0.16932391526406,0.86554186591317,0.925665895385982
"A1BG-AS1",61.4238433161853,-0.864106037949,0.492551476942447,-1.75434665897869,0.0793711253241611,0.212747021697267
"A2M",409.152016704077,-2.89674781975574,0.492440124850428,-5.88243661223908,4.04270186028773e-09,7.4242383549038e-07
"A2M-AS1",12.7187794306986,0.216880607542026,0.484377276002748,0.447751408430636,0.654332615559443,0.799110458220974
"A4GALT",35.6117631226792,-0.479879246547758,0.634707498110793,-0.756063616667707,0.449611054617674,0.646633343107738
"AAAS",827.322348300177,0.301350284077957,0.144688361269876,2.08275414437705,0.0372736393282011,0.127071129354553
"AACS",578.972150211488,1.00072887884944,0.181445341256842,5.51531867347796,3.48148533157221e-08,3.6203468607972e-06
"AAGAB",885.905038388529,0.101121856426506,0.130652264774495,0.773977065005658,0.438944354228489,0.636842012138248
"AAK1",2577.29067498948,0.0954780065681826,0.208087425139274,0.458836022908537,0.646351924176455,0.793589276252786
"AAMDC",38.6805315837235,0.221526868591917,0.315839506999452,0.701390623030262,0.483059272259412,0.674124821070146
"AAMP",762.459562069725,0.318975478993481,0.12153658927052,2.62452221925938,0.00867706309115404,0.0463881298862577
"AAR2",759.509885992073,0.336362319860554,0.16226281135176,2.07294768935917,0.038177148125489,0.128872576341212
"AARS",3955.07696214391,0.0367908864201037,0.233606816284625,0.157490637496117,0.874858186015026,0.930869980067909
"AARS2",385.004925729975,0.521943608474756,0.182858092464284,2.85436428566432,0.0043123052029042,0.0278399236218708
"AARSD1",231.541243951053,0.649614154877705,0.161755129783472,4.01603433379387,5.91856369980966e-05,0.00111844259822571
"AASDH",253.546088657911,0.201961908482777,0.196991270187031,1.02523278463572,0.305253362406526,0.512832412211407
"AASDHPPT",2012.76408814815,0.123610725526438,0.179296131576161,0.689422155624875,0.490557644909887,0.680852389559144
"AASS",462.043382894158,0.311318582722735,0.289781157068288,1.07432307149416,0.282677908001774,0.488642964809749
"AATF",1164.68692361197,0.259088932979454,0.105963361184148,2.44508035687164,0.0144819871219111,0.0668998815914406
"ABALON",30.9989397251805,-0.525675900092252,0.377232310477149,-1.39350709229372,0.163466501844428,0.342485545867308
"ABAT",140.68280215056,0.448027767521854,0.279182969999733,1.60478186589348,0.108541818124622,0.263999466216503
"ABCA1",1995.7583419958,0.70899510206177,0.335557929923149,2.11288436015846,0.0346106668130331,0.120821967132856
"ABCA10",151.250686237999,0.280757016446174,0.287984652819439,0.97490270296523,0.329608525222785,0.538886025488268
"ABCA11P",34.8138086410292,-0.0442225079641619,0.363699996304061,-0.121590619778811,0.903223242698022,0.948407857054908
"ABCA13",169.706927407111,-0.832553849789252,0.611339523054306,-1.36185183256227,0.17324464990433,0.356409366953818
"ABCA2",711.553911789612,0.32295454963147,0.287121970591047,1.12479915405519,0.260674153019252,0.463063609007602
"ABCA3",445.23537241961,0.70804347730454,0.341378925659525,2.07406908887723,0.0380728948735043,0.128758695578523
"ABCA5",1987.98623046561,-0.32556162833626,0.21782647902542,-1.49459161160231,0.135021056701692,0.303534674472809
"ABCA6",135.709265743057,0.0564322902253764,0.326059869768021,0.173073399880598,0.862593733223091,0.924305526537938
"ABCA7",1606.69539914587,-0.165493427132644,0.192077924918109,-0.861595246841616,0.388910287525132,0.593947015262109
"ABCA8",32.6877913306802,-2.29468603860498,0.62255027844031,-3.68594492376409,0.00022785562825488,0.00313654820195333
"ABCA9",79.6682009260911,-0.130308367620213,0.349352660177028,-0.372999500144586,0.709148815985743,0.835443138040302
"ABCB1",74.4433827403453,-0.0226645193342753,0.577671091405179,-0.0392342972869631,0.968703589397752,0.984697834752474
"ABCB10",749.952223568571,0.422107846228192,0.182617212259493,2.31143516542346,0.0208088304559167,0.0856546248895663
"ABCB4",73.4521069345289,-0.967569556239462,0.624256843727205,-1.54995426315628,0.121152494059059,0.283749432031758
"ABCB6",270.373297472698,0.963645901041066,0.232323534579442,4.14786174282982,3.35594951718393e-05,0.000719335327605573
"ABCB7",557.26724176122,0.24579580299767,0.134675231022638,1.82510028853303,0.0679858966694532,0.191722461818244
"ABCB8",789.181169132302,0.619861010987486,0.178605680333981,3.47055597463857,0.000519382078221646,0.00575960064985484
"ABCB9",960.367394314914,0.664944767543187,0.290273181926596,2.29075508501966,0.0219775827089699,0.0888575983421095
"ABCC1",1764.55924851676,0.0537646579028066,0.170986476385101,0.314438071591791,0.75318834441969,0.862646449598437
