"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ABCC4",580.911971523072,-2.98743582906817,0.55275085626312,-5.40466974445734,6.49279108301317e-08,6.40477769277677e-05
"AC004540.1",67.5832490449161,-2.9625204674236,0.621945573045781,-4.76331144687725,1.90441559776871e-06,0.000504698557522107
"AC007389.1",29.0646049941955,-3.41387261572298,0.889239319395186,-3.83909319039661,0.00012348955634176,0.0061940128881477
"AC007823.1",27.3166413815834,-1.89683393780052,0.475499023388902,-3.98914370902742,6.63122401227478e-05,0.00443081321409783
"AC018413.1",55.1035464741084,-4.05741371387993,1.03236202237978,-3.93022372571092,8.48668578428331e-05,0.00498972161542167
"AC018682.1",331.13481303217,-2.96185310659711,0.810933656620339,-3.65239879047687,0.000259802004115208,0.00981649192578722
"AC074212.1",138.749497147763,-1.58716719846609,0.423469798411628,-3.74800565334132,0.000178246237718465,0.00760802931954103
"AC079630.1",253.715491245782,-3.52670210113992,0.787040070970703,-4.48096892549604,7.43049306674859e-06,0.0010744987795788
"AC083805.1",58.2826901013394,-2.75741753157001,0.75666299001477,-3.64418184575961,0.000268243722480576,0.00990215288225592
"AC097637.2",26.0426803450158,-2.98784387474646,0.734386471696484,-4.06848980734126,4.73188305970941e-05,0.0037012914364846
"AC103591.3",825.05136303182,-1.86067580516731,0.470015240595698,-3.95875632204838,7.53410559437796e-05,0.00472604921028574
"AC106782.1",103.094353122773,-3.27899777471547,0.763939495754947,-4.29222182245607,1.76894095927381e-05,0.00195187312773879
"AC109347.2",17.742273152803,-2.75022382094347,0.716150634080975,-3.84028679172055,0.000122890661834955,0.0061940128881477
"AC123768.4",38.1245059464944,-2.01216429927197,0.510437361527176,-3.94203961334606,8.07916285597103e-05,0.00490112099845509
"AC127502.1",34.2929397282265,-2.84682863084307,0.571103766134108,-4.98478350110297,6.20312309466428e-07,0.000256145706206649
"AC133555.5",81.1633867890713,-4.036983813318,0.890603823543755,-4.53286153348707,5.81899621104355e-06,0.000991386850650349
"AC135068.8",590.672220818116,-3.96418089328753,1.01918724073827,-3.88955113921559,0.000100429804549824,0.00552084089655318
"AC135983.2",364.709797405867,-1.72783588723882,0.318877695628202,-5.41849088514928,6.01042028315219e-08,6.27770720868531e-05
